"car_name"|"car_mileage"|"car_transmission"|"car_location"|"car_price"|"car_instalment_mth_amt"
"2008 Toyota Innova G 2.0"|"168,242 km"|"Automatic"|"Pahang"|"21,200"|"RM 232/mo"
"2019 Mercedes-Benz A200 Progressive Line 1.3"|"33,209 km"|"Automatic"|"Selangor"|"150,000"|"RM 1,644/mo"
"2013 Nissan Teana XE Luxury 2.0"|"163,322 km"|"Automatic"|"Melaka"|"24,800"|"RM 272/mo"
"2012 Proton Exora Bold CFE Premium 1.6"|"253,198 km"|"Automatic"|"Kuala Lumpur"|"16,800"|"RM 184/mo"
"2017 Perodua Bezza X Premium 1.3"|"86,392 km"|"Automatic"|"Kuala Lumpur"|"35,000"|"RM 384/mo"
"2016 Nissan Almera E 1.5"|"75,810 km"|"Automatic"|"Pahang"|"33,800"|"RM 370/mo"
"2017 Perodua Myvi SE 1.5"|"114,658 km"|"Automatic"|"Kuala Lumpur"|"37,800"|"RM 414/mo"
"2020 Proton X50 TGDI Flagship 1.5"|"55,657 km"|"Automatic"|"Johor"|"82,200"|"RM 901/mo"
"2022 Perodua Ativa AV 1.0"|"50,159 km"|"Automatic"|"Pulau Pinang"|"64,800"|"RM 710/mo"
"2022 Proton X50 TGDI Flagship 1.5"|"27,884 km"|"Automatic"|"Johor"|"89,900"|"RM 985/mo"
"2021 Mazda 3 SKYACTIV-G High Plus 2.0"|"43,725 km"|"Automatic"|"Johor"|"135,800"|"RM 1,488/mo"
"2018 Perodua Myvi AV 1.5"|"100,585 km"|"Automatic"|"Selangor"|"45,800"|"RM 502/mo"
"2023 Proton X50 Premium 1.5"|"9,524 km"|"Automatic"|"Pulau Pinang"|"86,800"|"RM 951/mo"
"2018 Mazda CX-5 SKYACTIV-G GLS 2.0"|"96,433 km"|"Automatic"|"Melaka"|"99,900"|"RM 1,095/mo"
"2017 Perodua Myvi X 1.3"|"78,144 km"|"Automatic"|"Pahang"|"38,000"|"RM 416/mo"
"2016 Nissan Almera E 1.5"|"91,913 km"|"Automatic"|"Perak"|"33,800"|"RM 370/mo"
"2019 Toyota Yaris E 1.5"|"91,020 km"|"Automatic"|"Melaka"|"62,000"|"RM 679/mo"
"2020 Honda HR-V i-VTEC RS 1.8"|"30,572 km"|"Automatic"|"Melaka"|"93,500"|"RM 1,025/mo"
"2019 Proton Persona Standard 1.6"|"94,489 km"|"Automatic"|"Selangor"|"34,800"|"RM 381/mo"
"2019 Perodua Myvi AV 1.5"|"94,957 km"|"Automatic"|"Kuala Lumpur"|"47,600"|"RM 522/mo"
"2019 Toyota Vios E 1.5"|"91,076 km"|"Automatic"|"Negeri Sembilan"|"62,800"|"RM 688/mo"
"2017 Toyota Vios E 1.5"|"129,224 km"|"Automatic"|"Pulau Pinang"|"54,500"|"RM 597/mo"
"2013 Perodua Myvi EZi 1.3"|"185,662 km"|"Automatic"|"Perak"|"21,000"|"RM 230/mo"
"2020 Proton Saga Premium 1.3"|"54,553 km"|"Automatic"|"Selangor"|"33,000"|"RM 362/mo"
"2018 Proton Saga Executive 1.3"|"75,259 km"|"Automatic"|"Johor"|"27,800"|"RM 305/mo"
"2017 Toyota Vellfire Z G Edition 2.5"|"70,665 km"|"Automatic"|"Selangor"|"190,500"|"RM 2,088/mo"
"2017 Perodua Myvi Advance 1.5"|"62,290 km"|"Automatic"|"Pulau Pinang"|"42,800"|"RM 469/mo"
"2017 Toyota Vios E 1.5"|"73,452 km"|"Automatic"|"Pulau Pinang"|"55,300"|"RM 606/mo"
"2017 Perodua Myvi SE 1.5"|"121,245 km"|"Automatic"|"Kuala Lumpur"|"37,800"|"RM 414/mo"
"2019 Proton Iriz Premium 1.6"|"54,889 km"|"Automatic"|"Johor"|"35,800"|"RM 392/mo"
"2018 Mazda CX-5 SKYACTIV-G GLS 2.0"|"58,195 km"|"Automatic"|"Johor"|"99,900"|"RM 1,095/mo"
"2014 Honda Accord i-VTEC VTi-L 2.0"|"134,780 km"|"Automatic"|"Selangor"|"46,900"|"RM 514/mo"
"2010 Perodua Myvi EZi 1.3"|"134,675 km"|"Automatic"|"Pulau Pinang"|"14,500"|"RM 159/mo"
"2017 Toyota Vios J 1.5"|"118,660 km"|"Automatic"|"Pulau Pinang"|"49,900"|"RM 547/mo"
"2019 Perodua Myvi AV 1.5"|"50,981 km"|"Automatic"|"Pahang"|"47,800"|"RM 524/mo"
"2013 Ford Fiesta LX 1.6"|"136,051 km"|"Automatic"|"Selangor"|"16,000"|"RM 175/mo"
"2018 Nissan Serena S-Hybrid High-Way Star 2.0"|"87,585 km"|"Automatic"|"Kuala Lumpur"|"86,800"|"RM 951/mo"
"2019 Peugeot 3008 THP Allure 1.6"|"66,977 km"|"Automatic"|"Selangor"|"76,000"|"RM 833/mo"
"2018 Honda Jazz E i-VTEC 1.5"|"89,532 km"|"Automatic"|"Sabah"|"58,800"|"RM 644/mo"
"2017 Perodua Bezza Advance Premium 1.3"|"76,350 km"|"Automatic"|"Selangor"|"37,000"|"RM 405/mo"
"2018 Perodua AXIA SE 1.0"|"79,741 km"|"Automatic"|"Melaka"|"32,000"|"RM 351/mo"
"2015 Mercedes-Benz CLA2001.6"|"86,835 km"|"Automatic"|"Selangor"|"90,000"|"RM 986/mo"
"2016 Mazda Biante SKYACTIV-G 2.0"|"56,619 km"|"Automatic"|"Sabah"|"62,500"|"RM 685/mo"
"2015 Honda City V i-VTEC 1.5"|"96,617 km"|"Automatic"|"Selangor"|"40,800"|"RM 447/mo"
"2021 Proton X50 Premium 1.5"|"25,176 km"|"Automatic"|"Negeri Sembilan"|"79,800"|"RM 874/mo"
"2016 Toyota Vellfire Z G Edition 2.5"|"86,671 km"|"Automatic"|"Johor"|"179,900"|"RM 1,971/mo"
"2024 Neta V"|"1 km"|"Automatic"|"Selangor"|"76,700"|"RM 841/mo"
"2013 Kia Rio EX 1.4"|"184,579 km"|"Automatic"|"Johor"|"23,500"|"RM 258/mo"
"2019 Proton Persona Standard 1.6"|"68,569 km"|"Automatic"|"Johor"|"34,500"|"RM 378/mo"
"2016 Toyota Alphard G S C Package 2.5"|"73,766 km"|"Automatic"|"Johor"|"183,800"|"RM 2,014/mo"
"2018 Perodua Myvi AV 1.5"|"49,275 km"|"Automatic"|"Sarawak"|"41,500"|"RM 455/mo"
"2019 Perodua Myvi AV 1.5"|"49,153 km"|"Automatic"|"Sarawak"|"42,800"|"RM 469/mo"
"2015 Mazda CX-5 SKYACTIV-G High Spec 2.0"|"148,831 km"|"Automatic"|"Selangor"|"46,000"|"RM 504/mo"
"2015 Proton Iriz Premium 1.6"|"158,060 km"|"Automatic"|"Perak"|"20,600"|"RM 226/mo"
"2018 Honda Civic TC VTEC Premium 1.5"|"72,358 km"|"Automatic"|"Johor"|"95,800"|"RM 1,050/mo"
"2017 Perodua Bezza X Premium 1.3"|"108,702 km"|"Automatic"|"Perak"|"34,800"|"RM 381/mo"
"2015 Perodua Myvi Advance 1.5"|"129,953 km"|"Automatic"|"Kuala Lumpur"|"32,800"|"RM 359/mo"
"2022 Subaru XV GT Edition EyeSight 2.0"|"25,950 km"|"Automatic"|"Selangor"|"118,000"|"RM 1,293/mo"
"2016 Perodua Bezza Advance Premium 1.3"|"50,094 km"|"Automatic"|"Melaka"|"35,800"|"RM 392/mo"
"2018 Perodua Myvi AV 1.5"|"95,919 km"|"Automatic"|"Pahang"|"45,900"|"RM 503/mo"
"2014 Mazda CX-5 SKYACTIV-G 2.5"|"126,509 km"|"Automatic"|"Kuala Lumpur"|"44,100"|"RM 483/mo"
"2016 Mercedes-Benz C2502.0"|"78,832 km"|"Automatic"|"Selangor"|"176,000"|"RM 1,929/mo"
"2021 Subaru XV P 2.0"|"38,764 km"|"Automatic"|"Johor"|"97,900"|"RM 1,073/mo"
"2014 MINI Countryman Cooper 1.6"|"138,702 km"|"Automatic"|"Selangor"|"64,800"|"RM 710/mo"
"2019 Honda Jazz E i-VTEC 1.5"|"86,960 km"|"Automatic"|"Kuala Lumpur"|"62,800"|"RM 688/mo"
"2017 Toyota Sienta V 1.5"|"104,202 km"|"Automatic"|"Selangor"|"60,000"|"RM 658/mo"
"2016 Toyota Sienta V 1.5"|"78,045 km"|"Automatic"|"Pulau Pinang"|"58,000"|"RM 636/mo"
"2014 Kia Optima K52.0"|"167,695 km"|"Automatic"|"Johor"|"44,000"|"RM 482/mo"
"2017 Perodua Myvi SE 1.5"|"119,398 km"|"Automatic"|"Negeri Sembilan"|"37,800"|"RM 414/mo"
"2019 Perodua Bezza X Premium 1.3"|"62,646 km"|"Automatic"|"Melaka"|"37,000"|"RM 405/mo"
"2017 Perodua Bezza Advance Premium 1.3"|"100,322 km"|"Automatic"|"Kuala Lumpur"|"37,000"|"RM 405/mo"
"2015 Peugeot 208 S 1.6"|"55,791 km"|"Automatic"|"Negeri Sembilan"|"18,500"|"RM 203/mo"
"2008 Honda Civic S i-VTEC 1.8"|"160,193 km"|"Automatic"|"Pahang"|"25,900"|"RM 284/mo"
"2022 Proton X70 TGDI Premium 1.5"|"25,132 km"|"Automatic"|"Selangor"|"89,700"|"RM 983/mo"
"2013 Volkswagen Polo1.6"|"215,550 km"|"Automatic"|"Perak"|"14,300"|"RM 157/mo"
"2017 Honda BR-V V i-VTEC 1.5"|"53,863 km"|"Automatic"|"Sabah"|"49,800"|"RM 546/mo"
"2010 Perodua Alza EZ 1.5"|"129,636 km"|"Automatic"|"Johor"|"20,300"|"RM 222/mo"
"2015 Toyota Hilux VNT Standard Dual Cab 2.5"|"224,724 km"|"Manual"|"Sabah"|"60,000"|"RM 658/mo"
"2015 Perodua Myvi X 1.3"|"91,122 km"|"Automatic"|"Perak"|"26,000"|"RM 285/mo"
"2018 Perodua Myvi AV 1.5"|"99,911 km"|"Automatic"|"Melaka"|"45,900"|"RM 503/mo"
"2021 Perodua Ativa AV 1.0"|"33,261 km"|"Automatic"|"Kuala Lumpur"|"64,800"|"RM 710/mo"
"2018 Toyota C-HR1.8"|"33,861 km"|"Automatic"|"Pulau Pinang"|"100,300"|"RM 1,099/mo"
"2018 Honda Civic TC VTEC 1.5"|"86,438 km"|"Automatic"|"Johor"|"92,300"|"RM 1,011/mo"
"2018 Toyota Camry G X 2.0"|"94,734 km"|"Automatic"|"Melaka"|"97,900"|"RM 1,073/mo"
"2017 Toyota Alphard G S C Package 2.5"|"99,406 km"|"Automatic"|"Johor"|"195,000"|"RM 2,137/mo"
"2012 Volkswagen Polo GTi 1.4"|"186,340 km"|"Automatic"|"Melaka"|"34,000"|"RM 373/mo"
"2022 Toyota Corolla Cross Hybrid 1.8"|"36,293 km"|"Automatic"|"Selangor"|"114,800"|"RM 1,258/mo"
"2019 Perodua Myvi AV 1.5"|"85,740 km"|"Automatic"|"Selangor"|"47,600"|"RM 522/mo"
"2017 Isuzu D-Max V-Cross Z-Prestige Dual Cab 3.0"|"111,349 km"|"Automatic"|"Selangor"|"73,400"|"RM 804/mo"
"2019 Proton Persona Executive 1.6"|"59,134 km"|"Automatic"|"Pahang"|"36,800"|"RM 403/mo"
"2020 Proton Persona Standard 1.6"|"65,860 km"|"Automatic"|"Pahang"|"36,000"|"RM 395/mo"
"2018 Proton Saga Standard 1.3"|"71,606 km"|"Automatic"|"Pulau Pinang"|"27,800"|"RM 305/mo"
"2021 Honda Civic TC VTEC 1.5"|"45,683 km"|"Automatic"|"Pulau Pinang"|"112,800"|"RM 1,236/mo"
"2016 Honda Jazz V i-VTEC 1.5"|"96,475 km"|"Automatic"|"Selangor"|"55,800"|"RM 611/mo"
"2018 Proton Persona Standard 1.6"|"106,729 km"|"Automatic"|"Kuala Lumpur"|"32,900"|"RM 361/mo"
"2017 Perodua AXIA G 1.0"|"75,202 km"|"Automatic"|"Pulau Pinang"|"28,000"|"RM 307/mo"
"2022 Perodua Ativa AV 1.0"|"19,337 km"|"Automatic"|"Johor"|"64,800"|"RM 710/mo"
"2016 Perodua Bezza X Premium 1.3"|"108,841 km"|"Automatic"|"Johor"|"33,800"|"RM 370/mo"
"2017 Proton Saga Standard 1.3"|"80,662 km"|"Automatic"|"Pulau Pinang"|"27,000"|"RM 296/mo"
"2019 Perodua AXIA GXtra 1.0"|"60,379 km"|"Automatic"|"Johor"|"29,800"|"RM 327/mo"
"2017 Honda BR-V V i-VTEC 1.5"|"93,642 km"|"Automatic"|"Kuala Lumpur"|"53,900"|"RM 591/mo"
"2019 Nissan NV350 Urvan2.5"|"74,502 km"|"Manual"|"Pahang"|"122,800"|"RM 1,346/mo"
"2015 MINI 3 Door John Cooper Works 2.0"|"48,220 km"|"Automatic"|"Selangor"|"128,500"|"RM 1,408/mo"
"2021 Mazda 3 SKYACTIV-G High Plus 2.0"|"55,300 km"|"Automatic"|"Johor"|"137,800"|"RM 1,510/mo"
"2015 Mazda 2 SKYACTIV-G 1.5"|"145,589 km"|"Automatic"|"Johor"|"38,800"|"RM 425/mo"
"2014 Perodua Myvi EZ 1.3"|"164,510 km"|"Automatic"|"Johor"|"22,000"|"RM 241/mo"
"2015 Mitsubishi Triton VGT Dual Cab 2.5"|"86,907 km"|"Automatic"|"Kuala Lumpur"|"57,800"|"RM 633/mo"
"2019 Subaru XV P 2.0"|"79,590 km"|"Automatic"|"Selangor"|"82,300"|"RM 902/mo"
"2018 Toyota Innova X 2.0"|"72,988 km"|"Automatic"|"Johor"|"89,200"|"RM 977/mo"
"2016 Perodua Bezza X Premium 1.3"|"103,088 km"|"Automatic"|"Pahang"|"30,300"|"RM 332/mo"
"2019 Perodua AXIA SE 1.0"|"76,558 km"|"Automatic"|"Kuala Lumpur"|"34,900"|"RM 382/mo"
"2015 Perodua Myvi X 1.3"|"91,400 km"|"Automatic"|"Johor"|"24,900"|"RM 273/mo"
"2020 Perodua Myvi H 1.5"|"67,304 km"|"Automatic"|"Pahang"|"49,900"|"RM 547/mo"
"2019 Subaru XV P 2.0"|"74,241 km"|"Automatic"|"Selangor"|"82,300"|"RM 902/mo"
"2010 Honda Accord i-VTEC VTi-L 2.0"|"221,883 km"|"Automatic"|"Johor"|"25,800"|"RM 283/mo"
"2018 Honda City S i-VTEC 1.5"|"109,127 km"|"Automatic"|"Johor"|"54,900"|"RM 602/mo"
"2016 Perodua Myvi SE 1.5"|"123,186 km"|"Automatic"|"Melaka"|"35,600"|"RM 390/mo"
"2014 Toyota Vios G 1.5"|"168,440 km"|"Automatic"|"Johor"|"39,000"|"RM 427/mo"
"2022 Toyota Corolla Cross Hybrid 1.8"|"33,346 km"|"Automatic"|"Johor"|"114,800"|"RM 1,258/mo"
"2018 Perodua AXIA G 1.0"|"97,010 km"|"Automatic"|"Johor"|"28,900"|"RM 317/mo"
"2019 Proton Saga Standard 1.3"|"47,053 km"|"Automatic"|"Perak"|"30,000"|"RM 329/mo"
"2012 Kia Sportage2.0"|"156,489 km"|"Automatic"|"Johor"|"25,800"|"RM 283/mo"
"2019 Perodua Myvi AV 1.5"|"90,583 km"|"Automatic"|"Johor"|"47,600"|"RM 522/mo"
"2013 Nissan Almera V 1.5"|"204,696 km"|"Automatic"|"Pulau Pinang"|"19,500"|"RM 214/mo"
"2018 Perodua Myvi H 1.5"|"80,818 km"|"Automatic"|"Kuala Lumpur"|"42,800"|"RM 469/mo"
"2012 Mercedes-Benz E250 AMG Sport 1.8"|"114,706 km"|"Automatic"|"Pulau Pinang"|"60,900"|"RM 667/mo"
"2018 Honda City E i-VTEC 1.5"|"108,946 km"|"Automatic"|"Johor"|"58,900"|"RM 645/mo"
"2019 Toyota Yaris E 1.5"|"83,732 km"|"Automatic"|"Melaka"|"62,000"|"RM 679/mo"
"2017 Honda BR-V V i-VTEC 1.5"|"121,094 km"|"Automatic"|"Johor"|"53,800"|"RM 590/mo"
"2020 Toyota Alphard G S C Package 2.5"|"45,733 km"|"Automatic"|"Johor"|"235,800"|"RM 2,584/mo"
"2022 Proton X50 TGDI Flagship 1.5"|"29,566 km"|"Automatic"|"Johor"|"90,000"|"RM 986/mo"
"2022 Toyota Corolla Cross V 1.8"|"27,794 km"|"Automatic"|"Johor"|"115,000"|"RM 1,260/mo"
"2019 Nissan Serena S-Hybrid High-Way Star Impul J Impul 2.0"|"71,799 km"|"Automatic"|"Johor"|"98,900"|"RM 1,084/mo"
"2017 Perodua Myvi AV 1.5"|"75,832 km"|"Automatic"|"Johor"|"42,800"|"RM 469/mo"
"2016 Proton Iriz Standard 1.3"|"66,134 km"|"Automatic"|"Melaka"|"24,000"|"RM 263/mo"
"2014 Toyota Avanza G 1.5"|"125,769 km"|"Automatic"|"Selangor"|"33,900"|"RM 371/mo"
"2015 Honda Jazz V i-VTEC 1.5"|"123,737 km"|"Automatic"|"Pulau Pinang"|"47,100"|"RM 516/mo"
"2019 Proton Saga Standard 1.3"|"61,132 km"|"Automatic"|"Johor"|"30,000"|"RM 329/mo"
"2016 Honda City E i-VTEC 1.5"|"100,741 km"|"Automatic"|"Johor"|"45,800"|"RM 502/mo"
"2021 Perodua Ativa AV 1.0"|"46,636 km"|"Automatic"|"Johor"|"64,800"|"RM 710/mo"
"2021 Honda City V(sensing) Sensing 1.5"|"49,496 km"|"Automatic"|"Kuala Lumpur"|"76,000"|"RM 833/mo"
"2019 Proton Persona Executive 1.6"|"92,377 km"|"Automatic"|"Perak"|"36,800"|"RM 403/mo"
"2017 Proton Saga Standard 1.3"|"117,802 km"|"Automatic"|"Selangor"|"26,900"|"RM 295/mo"
"2021 Perodua Ativa AV 1.0"|"42,603 km"|"Automatic"|"Johor"|"64,600"|"RM 708/mo"
"2015 Honda City S+ i-VTEC 1.5"|"131,374 km"|"Automatic"|"Melaka"|"37,900"|"RM 415/mo"
"2014 Toyota Vios E 1.5"|"146,298 km"|"Automatic"|"Johor"|"38,500"|"RM 422/mo"
"2023 Toyota Yaris G 1.5"|"10,087 km"|"Automatic"|"Selangor"|"82,400"|"RM 903/mo"
"2010 Perodua Alza EZi 1.5"|"207,806 km"|"Automatic"|"Selangor"|"20,500"|"RM 225/mo"
"2017 Perodua Myvi X 1.3"|"125,637 km"|"Automatic"|"Selangor"|"38,000"|"RM 416/mo"
"2015 Honda CR-V i-VTEC 2.0"|"113,567 km"|"Automatic"|"Pahang"|"57,800"|"RM 633/mo"
"2016 Honda Jazz E i-VTEC 1.5"|"120,451 km"|"Automatic"|"Johor"|"53,100"|"RM 582/mo"
"2018 Mazda CX-5 SKYACTIV-D GLS 2.2"|"99,784 km"|"Automatic"|"Johor"|"88,800"|"RM 973/mo"
"2017 Nissan Almera E 1.5"|"107,028 km"|"Automatic"|"Johor"|"35,000"|"RM 384/mo"
"2013 Proton Preve Executive 1.6"|"162,667 km"|"Automatic"|"Johor"|"16,800"|"RM 184/mo"
"2019 Proton Saga Standard 1.3"|"91,131 km"|"Automatic"|"Johor"|"30,000"|"RM 329/mo"
"2019 Perodua Bezza X Premium 1.3"|"71,879 km"|"Automatic"|"Selangor"|"37,000"|"RM 405/mo"
"2021 Proton X50 TGDI Flagship 1.5"|"37,630 km"|"Automatic"|"Johor"|"86,400"|"RM 947/mo"
"2019 Toyota Vios E 1.5"|"41,705 km"|"Automatic"|"Selangor"|"62,700"|"RM 687/mo"
"2011 BMW 320i2.0"|"151,177 km"|"Automatic"|"Melaka"|"27,500"|"RM 301/mo"
"2019 Perodua Myvi H 1.5"|"78,230 km"|"Automatic"|"Johor"|"44,000"|"RM 482/mo"
"2015 Mazda 3 SKYACTIV-G GL 2.0"|"146,205 km"|"Automatic"|"Selangor"|"45,800"|"RM 502/mo"
"2014 BMW X1 sDrive20i 2.0"|"166,741 km"|"Automatic"|"Pahang"|"41,100"|"RM 450/mo"
"2022 Daihatsu Gran Max Panel 1.5"|"48,222 km"|"Automatic"|"Pulau Pinang"|"64,900"|"RM 711/mo"
"2016 Perodua Myvi SE 1.5"|"108,038 km"|"Automatic"|"Johor"|"35,800"|"RM 392/mo"
"2013 Proton Suprima S Turbo Premium 1.6"|"68,474 km"|"Automatic"|"Selangor"|"20,000"|"RM 219/mo"
"2015 Nissan Almera E 1.5"|"85,904 km"|"Automatic"|"Kuala Lumpur"|"26,800"|"RM 294/mo"
"2013 Honda City E i-VTEC 1.5"|"136,536 km"|"Automatic"|"Melaka"|"28,800"|"RM 316/mo"
"2019 Perodua Myvi AV 1.5"|"83,907 km"|"Automatic"|"Johor"|"47,600"|"RM 522/mo"
"2020 Honda Civic TC VTEC Premium 1.5"|"38,593 km"|"Automatic"|"Johor"|"109,900"|"RM 1,204/mo"
"2020 Perodua AXIA GXtra 1.0"|"45,162 km"|"Automatic"|"Kuala Lumpur"|"35,200"|"RM 386/mo"
"2015 Nissan Almera E 1.5"|"147,537 km"|"Automatic"|"Selangor"|"26,800"|"RM 294/mo"
"2013 Honda Civic S i-VTEC 1.8"|"86,115 km"|"Automatic"|"Negeri Sembilan"|"34,800"|"RM 381/mo"
"2022 Proton X50 Premium 1.5"|"25,630 km"|"Automatic"|"Pulau Pinang"|"82,800"|"RM 907/mo"
"2017 Proton Saga Standard 1.3"|"100,034 km"|"Automatic"|"Perak"|"27,100"|"RM 297/mo"
"2014 Mazda CX-5 SKYACTIV-G 2.5"|"176,680 km"|"Automatic"|"Pulau Pinang"|"45,500"|"RM 499/mo"
"2013 Honda City E i-VTEC 1.5"|"165,234 km"|"Automatic"|"Johor"|"28,800"|"RM 316/mo"
"2021 BMW 218i M Sport 1.5"|"30,586 km"|"Automatic"|"Kuala Lumpur"|"157,200"|"RM 1,723/mo"
"2012 Mazda 2 V 1.5"|"206,998 km"|"Automatic"|"Selangor"|"18,200"|"RM 199/mo"
"2016 Proton Saga Standard 1.3"|"123,529 km"|"Automatic"|"Johor"|"24,000"|"RM 263/mo"
"2021 Perodua Myvi AV 1.5"|"50,274 km"|"Automatic"|"Johor"|"50,800"|"RM 557/mo"
"2018 Perodua Bezza X Premium 1.3"|"89,364 km"|"Automatic"|"Perak"|"35,800"|"RM 392/mo"
"2018 Toyota Fortuner VRZ 2.4"|"75,216 km"|"Automatic"|"Selangor"|"143,000"|"RM 1,567/mo"
"2017 Perodua Bezza G Standard 1.0"|"96,360 km"|"Automatic"|"Negeri Sembilan"|"30,300"|"RM 332/mo"
"2012 Proton Preve Executive 1.6"|"198,342 km"|"Automatic"|"Pulau Pinang"|"14,900"|"RM 163/mo"
"2011 Proton Inspira Executive 1.8"|"213,300 km"|"Automatic"|"Pulau Pinang"|"21,800"|"RM 239/mo"
"2018 Perodua Myvi AV 1.5"|"95,979 km"|"Automatic"|"Pahang"|"45,800"|"RM 502/mo"
"2020 Proton Iriz Executive 1.6"|"51,564 km"|"Automatic"|"Johor"|"35,000"|"RM 384/mo"
"2011 Volkswagen Passat CC TSI Comfortline 2.0"|"206,187 km"|"Automatic"|"Perak"|"27,300"|"RM 299/mo"
"2015 Toyota Vios TRD Sportivo 1.5"|"136,651 km"|"Automatic"|"Sarawak"|"45,800"|"RM 502/mo"
"2016 Perodua Myvi SE 1.5"|"123,444 km"|"Automatic"|"Kuala Lumpur"|"35,600"|"RM 390/mo"
"2021 Proton X50 Premium 1.5"|"46,756 km"|"Automatic"|"Selangor"|"79,800"|"RM 874/mo"
"2020 Nissan Almera VLT 1.0"|"52,331 km"|"Automatic"|"Selangor"|"70,300"|"RM 770/mo"
"2014 Honda Accord i-VTEC VTi-L 2.0"|"153,815 km"|"Automatic"|"Perak"|"47,800"|"RM 524/mo"
"2019 Nissan Serena S-Hybrid High-Way Star Impul J Impul 2.0"|"65,919 km"|"Automatic"|"Pulau Pinang"|"98,900"|"RM 1,084/mo"
"2019 Perodua Bezza X Premium 1.3"|"80,640 km"|"Automatic"|"Selangor"|"37,000"|"RM 405/mo"
"2015 Nissan Almera VL 1.5"|"131,130 km"|"Automatic"|"Pulau Pinang"|"26,900"|"RM 295/mo"
"2012 Perodua Myvi Extreme 1.5"|"145,947 km"|"Automatic"|"Selangor"|"23,800"|"RM 261/mo"
"2022 Nissan Almera VLT 1.0"|"32,032 km"|"Automatic"|"Kuala Lumpur"|"75,000"|"RM 822/mo"
"2020 Proton Saga Standard 1.3"|"43,043 km"|"Automatic"|"Kuala Lumpur"|"31,000"|"RM 340/mo"
"2018 Proton Saga Executive 1.3"|"44,205 km"|"Automatic"|"Perak"|"30,300"|"RM 332/mo"
"2020 Honda Accord TC VTEC 1.5"|"24,502 km"|"Automatic"|"Johor"|"130,000"|"RM 1,425/mo"
"2012 Toyota Vios E 1.5"|"140,237 km"|"Automatic"|"Selangor"|"27,800"|"RM 305/mo"
"2020 Toyota Vios G 1.5"|"50,102 km"|"Automatic"|"Pahang"|"68,800"|"RM 754/mo"
"2013 Toyota Vios G 1.5"|"199,561 km"|"Automatic"|"Perak"|"31,700"|"RM 347/mo"
"2021 Proton X50 TGDI Flagship 1.5"|"30,507 km"|"Automatic"|"Kuala Lumpur"|"85,800"|"RM 940/mo"
"2015 Perodua Myvi G 1.3"|"120,595 km"|"Automatic"|"Johor"|"24,500"|"RM 268/mo"
"2014 Toyota Vios E 1.5"|"180,710 km"|"Automatic"|"Perak"|"38,000"|"RM 416/mo"
"2013 Nissan Grand Livina ST-L Comfort 1.6"|"136,078 km"|"Automatic"|"Kuala Lumpur"|"22,500"|"RM 247/mo"
"2012 Honda Accord i-VTEC VTi-L 2.0"|"151,989 km"|"Automatic"|"Kuala Lumpur"|"28,900"|"RM 317/mo"
"2021 Toyota Yaris G 1.5"|"40,709 km"|"Automatic"|"Kuala Lumpur"|"72,000"|"RM 789/mo"
"2016 Perodua Bezza X Premium 1.3"|"130,316 km"|"Automatic"|"Negeri Sembilan"|"33,500"|"RM 367/mo"
"2021 Mitsubishi Triton VGT Athlete Dual Cab 2.4"|"45,789 km"|"Automatic"|"Selangor"|"110,000"|"RM 1,205/mo"
"2019 Perodua Myvi AV 1.5"|"63,909 km"|"Automatic"|"Kuala Lumpur"|"47,800"|"RM 524/mo"
"2019 Proton X70 TGDI Premium 1.8"|"65,553 km"|"Automatic"|"Selangor"|"69,900"|"RM 766/mo"
"2018 Honda City E i-VTEC 1.5"|"83,000 km"|"Automatic"|"Selangor"|"59,000"|"RM 647/mo"
"2019 Mazda CX-5 SKYACTIV-G GLS 2.0"|"79,693 km"|"Automatic"|"Pulau Pinang"|"109,800"|"RM 1,203/mo"
"2020 Mazda CX-5 SKYACTIV-G High 2.0"|"61,751 km"|"Automatic"|"Kuala Lumpur"|"119,500"|"RM 1,310/mo"
"2018 Perodua Alza Advance 1.5"|"85,304 km"|"Automatic"|"Pulau Pinang"|"49,900"|"RM 547/mo"
"2018 Perodua Myvi AV 1.5"|"89,288 km"|"Automatic"|"Pahang"|"45,900"|"RM 503/mo"
"2020 Perodua Myvi AV 1.5"|"51,968 km"|"Automatic"|"Johor"|"49,800"|"RM 546/mo"
"2016 Perodua Myvi SE 1.5"|"110,241 km"|"Automatic"|"Pulau Pinang"|"35,600"|"RM 390/mo"
"2016 Toyota Harrier GS 2.0"|"84,172 km"|"Automatic"|"Selangor"|"118,000"|"RM 1,293/mo"
"2011 Perodua Alza EZi 1.5"|"171,392 km"|"Automatic"|"Pulau Pinang"|"22,800"|"RM 250/mo"
"2015 Proton Iriz Executive 1.3"|"158,592 km"|"Automatic"|"Pahang"|"17,700"|"RM 194/mo"
"2017 Nissan Navara NP300 VL Dual Cab 2.5"|"86,277 km"|"Automatic"|"Selangor"|"75,500"|"RM 827/mo"
"2019 Proton Saga Premium 1.3"|"31,728 km"|"Automatic"|"Perak"|"33,500"|"RM 367/mo"
"2017 Perodua Myvi SE 1.5"|"111,637 km"|"Automatic"|"Pulau Pinang"|"37,800"|"RM 414/mo"
"2019 Perodua Bezza Advance Premium 1.3"|"82,307 km"|"Automatic"|"Pahang"|"39,900"|"RM 437/mo"
